id,city,description,homeType,latitude,longitude,garageSpaces,hasSpa,yearBuilt,numOfPatioAndPorchFeatures,lotSizeSqFt,avgSchoolRating,MedianStudentsPerTeacher,numOfBathrooms,numOfBedrooms,priceRange
6487,austin,"Wonderful location in Austin with great access to main thoroughfares, shopping and dining.  Home is being sold as a teardown.  A great shell, with many appliances & fixtures, removed.  Wood flooring in the front room also missing, so bring your architect/builder and custom build your perfect home!",Single Family,30.32645226,-97.7281189,0,FALSE,1949,0,6446,7,16,1,2,250000-350000
6488,austin,"Rare opportunity to own a LARGE home with updates in highly coveted Balcones Woods.  This well-established neighborhood is convenient to everything.  Live in the heart of NW Austin close to the Domain, Arboretum, Mopac/183. Easy walk to the pool and park! 5 beds/3.5 baths. MASTER DOWN plus 4 large bedrooms upstairs. Guest bedroom up has a private bath.  Adorable half bath downstairs. TONS of storage! Built-ins and walk-in closets. Hand-scraped wood flooring in formal areas, hard tile in wet areas/kitchen, gas log fireplace in family room, 2 living/2 dining, INDOOR over-sized utility room, Shaker-style updated cabinetry throughout, glass fronts, stainless appliances, recessed lighting, ceiling fans, plantation shutters, updated lighting, fixtures, TREES & PATIOS! Lot is HUGE with a park-like setting.  Perfect for a pool addition! Multiple outdoor living spaces. This happy home is light, bright, and modern!! Excellent floor plan has further potential.",Single Family,30.40245628,-97.73365021,2,FALSE,1976,0,9757,6.666666667,15,4,5,450000-650000
6489,austin,"7104 Bending Oak Rd, Austin, TX 78749 is a single family home that contains 2,116 sq ft and was built in 1998. It contains 3 bedrooms and 3 bathrooms. 
 
",Single Family,30.22955513,-97.86942291,2,FALSE,1998,2,7143,6,17,3,3,350000-450000
6490,austin,"Tremendous value on one of Austin's Premiere Streets!  Surrounded by $4M - $8M properties and backing to protected land at Camp Mabry, this home offers Privacy and Flexibility at an Unbeatable $280 per square foot. The 3/4 acre lot easily accommodates the Elegantly appointed Primary Residence + a Charming Casita, allowing for multi-generational living or possible supplemental income. You'll find Unparalleled Potential in this Warm and Inviting family home.",Single Family,30.31747818,-97.76515961,0,FALSE,1958,2,31798.8,7,16,7,6,650000+
6491,austin,"3000 Rae Dell Ave, Austin, TX 78704 is a single family home that contains 3,485 sq ft and was built in 2020. It contains 4 bedrooms and 4 bathrooms. 
 
",Single Family,30.24620438,-97.78578949,2,FALSE,2020,2,9583,6,16,4,4,650000+
6492,austin,"3308 Jefferson St, Austin, TX 78703 is a single family home that contains 1,759 sq ft and was built in 2017. It contains 3 bedrooms and 3 bathrooms. 
 
",Single Family,30.30618286,-97.75292206,0,FALSE,2017,0,3659,6,16,3,3,250000-350000
6493,austin,"EXCEPTIONAL CUSTOM CONTEMPORARY HOME in EANES. A showplace of sublime modern design. 4 bedrooms or 3 bedrooms plus den/living/office. Exquisite high-end kitchen remodel, stunningly beautiful light-filled living room with soaring ceiling, sleek in-vogue master-bath remodel. 59 windows of bright sunshine. Oak hardwood floors. Lovely landscaped yard with mature trees and a large level play area. The yard backs to a dedicated greenbelt. Phenomenal curb appeal. Every element of this home is outstanding, down to the finest detail. Barton Creek West features awe-inspiring creek-side nature trails, 2 pools, playscape, sportcourts, swim team. Award winning schools and a very low tax-rate.",Single Family,30.29865646,-97.89344788,0,FALSE,1986,0,13503.6,9.333333333,14,4,4,650000+
6494,austin,"Contact listing agent for private showing. Why wait for a 10 month build time when you can grab this incredible home in the coveted Greyrock Ridge section of Circle C right now? This beauty features >$30k upgrades including wood floors, plantation shutters, stone patio, Full sprinklers, premium greenbelt lot. Huge master suite features high ceilings & a luxurious bath with garden tub and separate shower. Enjoy peaceful views of the greenbelt from the back porch or lounge by the backyard fire pit.  Enjoy all of Circle C's amenities including 4 pools, hike/bike trails, disc golf course, . Must see!",Single Family,30.16857529,-97.89157104,2,FALSE,2013,0,6795,7.333333333,17,3,4,450000-650000
6495,austin,"Beautiful remodeled home. Amazing kitchen with Bosch appliances, granite counter tops, under-mount stainless steel sink. Large formal dining combines with living room, separate family room with unique fireplace. French doors to raised deck leading down to backyard with storage underneath. Large master with updated bath, granite, walk-in shower. Gracywoods - miles of hike and bike trails, Domain, Arbor Walk, Tech Ridge, ACC.",Single Family,30.39865875,-97.6967392,2,FALSE,1984,0,6403,4,13,3,4,0-250000
6496,austin,"Amazing Westminster Glen estate on great street, 1+ acre w iron fencing, sport court, ,pool/waterfall, gorgeous landscaped grounds with oak trees, covered patio with grill, oversize 3 car garage, roughly 4700sf. 5 large bedrooms, 5 full baths, master plus 2 bedrooms/baths on 1st floor, massive, open kitchen with herringbone splash, SubZero fridge, double ovens, Sonic style ice maker, wine fridge, beamed ceiling in first floor study…exceptional, inside and out!!",Single Family,30.36727715,-97.8422699,0,FALSE,2000,0,48351.6,7,16,5,5,650000+
6497,austin,"What a great house in an up and coming area. Guest bedroom with updated guest bath downstairs. Wonderful kitchen updated with cabinets, appliances, flooring. The kitchen overlooks the gorgeous treed back yard and also is open to the family room. There is a great formal living area or use it for a elegant dining area or a game room. Its just as big as the other living area. Home has fantastic window lighting and shows bright and cheery! Recent carpet, windows, insulation, tile and paint inside and out!",Single Family,30.38202667,-97.66599274,0,FALSE,1963,0,10890,5,15,2,5,250000-350000
6498,austin,"Stunning, updated home in exemplary school district minutes to The Domain, Arboretum and major employers. Located on a large corner lot of a cul de sac, this home offers a spacious layout with bonus room that can be a guest suite or game room. Skylights bring in abundant natural light. Enjoy the private backyard with heated pool & spa  surrounded by large shade trees. The outdoor grill/fireplace make this yard perfect for entertaining. HVAC replaced in 2016. Move in ready, this home is a must see!",Single Family,30.4193821,-97.77305603,0,FALSE,1984,0,14810.4,8.333333333,16,3,3,450000-650000
6499,austin,"Stunning staycation worthy home situated on a spacious corner lot in highly desirable Avery Ranch.   The backyard oasis is a must see - heated pool and spa, multiple seating areas, and garage access.  Bright and open floor plan with spacious Family, Casual Dining, and well-appointed Kitchen with oodles of cabinet and counter space.  Delightful decor features include UV oil-finished wood flooring and whole-house shutters.  Solar panels and sprinkler system.  Recent fence and A/C replacement.  LISD schools.",Single Family,30.49977684,-97.78063202,3,FALSE,2001,2,10367,8.333333333,16,2,4,450000-650000
6500,austin,"PRICED $41,000 LOWER THAN APPRAISED VALUE! Charming home is just under 2,000 square feet, is located on quiet tree lined street & is priced to allow for updating. Light & bright throughout featuring high ceilings, French doors, laminate wood flooring, fresh paint & ceiling fans in every room. Recent updates include HVAC, roof & triple pane windows! Private backyard with pergola for entertaining. Walk to Barton Creek Greenbelt, mins to DT & award-winning schools!",Single Family,30.24906349,-97.8272171,0,FALSE,1976,0,7143,5.666666667,16,2,3,350000-450000
6501,austin,"SUPER HOME LOCATED IN POPULAR SOUTH AUSTIN. CENTRAL LOCATION, MINUTES TO PARK SHOPPING RESTAURANTS AND DOWNTOWN. 3/2/2 WITH LARGE OPEN KITCHEN-DINING-LIVING. UPDATED WINDOWS. PRICED TO SELL. INVESTORS WELCOME.PERFECT FOR FIRST TIME BUYER. GARAGE HAS NOT BEEN CONVERTED.",Single Family,30.21220589,-97.80960083,1,FALSE,1972,1,6011,4,13,2,3,350000-450000
6502,austin,"Single-story stunner in highly desirable Spicewood at Balcones Village offering 4 bedrooms, 4 baths and surprising updates throughout. Irrigated, low-maintenance landscaping with a grove of oak trees in both the front and back yards.  Back yard also has a mature fruit-bearing fig tree. Central living room with stone fireplace, vaulted ceiling, and two skylights; second large living area/media room. Kitchen features granite and soapstone countertops and a double oven. Custom sink in the half-bath. Master bedroom and media room equipped with built-in surround sound. Recently updated shower and bath in master bathroom. Landscaped backyard oasis with a sparkling pool, large screened-in porch, and an outdoor speaker system. Located on a quiet interior street near to 183/Mopac. Zoned for excellent Spicewood Elem., Canyon Vista M.S., and Westwood H.S.",Single Family,30.43627548,-97.80500031,2,FALSE,1975,0,16988.4,8.666666667,16,4,4,450000-650000
6503,austin,"Panoramic West Hill Country views, oversized lot, amazing backyard oasis complete with pool and privacy all just minutes from downtown Austin in the very popular neighborhood of Covered Bridge. This home offers a charming front porch, update interior with 4 full bedrooms, open kitchen and dining concept, floor to ceiling windows to take in the very special view! Outdoor deck, amazing pool area, high ceilings, 2 living rooms and much more!",Single Family,30.24025345,-97.90127563,0,FALSE,2004,0,16117.2,6.666666667,17,3,4,450000-650000
6504,austin,"Come see the updates in this great Austin home!  The kitchen has been redone with white cabinets- granite- SS appliances, master has the most amazing shower, new flooring throughout, expansive fenced in backyard with covered porch and 2 storage buildings.  One of the storage buildings has power and is perfect for a work shop.  Newly painted inside and out, everything has been done, just move in and ENJOY!",Single Family,30.37632751,-97.70040894,2,TRUE,1977,2,7840,3.666666667,14,3,3,350000-450000
6505,austin,"Whether you are an experienced gardener or you have aspirations of working on your green thumb, this backyard is ripe with opportunity for you to hone your landscaping and horticulture skills. Take a dip in the nearby Dittmar Neighborhood Pool on hot summer days and curl up by your cozy fireplace in the winter. Recent upgrades include: Roof replaced in 2015; exterior siding repainted in 2015; water heater replaced in 2015; disposal replaced in 2017.",Single Family,30.19033051,-97.82907867,0,FALSE,1988,0,8189,6.666666667,16,2,3,250000-350000
6506,austin,"This Gossett Jones residence is just 10 minutes from downtown Austin and will impress all w/ wall to wall windows capturing panoramic views of Lake Austin.Open kitchen outfitted w/ high-end appliances preferred by cooking enthusiasts. Owner's suite features a spa inspired bathroom w/ double sink vanities, soaking tub, separate shower, outdoor area & large custom California walk-in closet & separate shoe/jewelry closet.",Single Family,30.34734535,-97.78247833,2,FALSE,2013,2,4791,7,16,3,4,650000+
6507,austin,"Convenient location. Only 3 miles from downtown, even closer to S Congress. Easy access to the airport. This single story 3 bedroom 2 bath home featuring new appliances, Carrera marble countertops, stainless steel under-mount sink, LED recessed lighting, new flooring with lifetime warranty, and upgraded electrical and plumbing. Bathrooms boast new vanities and marble tile showers. New paint inside and out. Yard features a new sprinkler system with automatic controller. This one won't last!",Single Family,30.21768188,-97.73614502,2,FALSE,1968,0,8450,4,14,2,3,350000-450000
6508,austin,Unique home with upgraded kitchen & bathrooms.Spacious Master with a connecting room for separate quarters or an even larger master.Large master bath with stylish tub.One bedroom is converted into a huge walk in dream closet.Downstairs you'll find a cozy living room with a wood fireplace & French doors leading into the office/bedroom.Upgraded kitchen with stainless steel appliances opens into formal dining.Beyond the kitchen is another living/game room.Backyard guest house w/bath & 2 storage buildings.,Residential,30.31522942,-97.67719269,2,FALSE,1964,0,11761.2,2.333333333,14,4,4,350000-450000
6509,austin,"Truly a must see! Sprawling one story with upgrades through out! Home features include tons of windows and natural light, hardwood floors, crown molding, high/vaulted ceilings, recessed lighting, neutral paint throughout, bonus office with french doors(or flex space), spacious bedrooms & MORE! Gourmet kitchen with granite counter tops, tons of storage and counter space, sleek stainless appliances, large dining area & center island. PRIVATE Backyard with brand new sod, covered patio, mature trees & shade",Single Family,30.18811226,-97.9260788,0,FALSE,2010,0,6621,8,18,2,4,350000-450000
6510,austin,"Lovely home in the Pioneer Crossing neighborhood of Austin. This home has been lovingly maintained, is clean and move-in ready! Built in security system conveys. Wonderful open floor plan on the first floor, with the kitchen open to family and enough room for a good sized dining table. All beds are upstairs, including the roomy master suite with generous walk-in closet. The secondary bedrooms are a good size. The back yard features a covered patio and plenty of room for kids or dogs to play. Walk to ES!",Single Family,30.36174965,-97.64232635,0,FALSE,2009,0,6795,4.333333333,12,3,4,0-250000
6511,austin,"Highly desired 4 bedroom floorplan, single story home with tons of character. Contemporary design and recent remodel, wood laminate floors and tile in main living areas and exposed wood beams, one of a kind stone fireplace. Open and spacious plan with attention to details, meticulous and inviting. This home offers custom outdoor living with 2-tiered deck and arbor, creative landscape design with flagstone, river rock, low maintenance, and a few fun surprises. This home is a hidden jewel!!!",Single Family,30.35559845,-97.71104431,0,FALSE,1968,0,7927,4,14,2,4,250000-350000
6512,austin,"2203 E 18th St, Austin, TX 78702 is a single family home that contains 1,008 sq ft and was built in 1940. It contains 2 bedrooms and 1 bathroom. 
 
",Single Family,30.27885437,-97.71791077,0,FALSE,1940,1,7710,6.666666667,15,1,2,650000+
6513,austin,"Beautiful recently upgraded Lennar home. This 4-bedroom beauty is nestled away on a cul-de-sac for peace & quiet with no thru traffic. A short walk away are some beautiful trails, and within a few minute drive you have convenient access to South-park Meadows.  With the rise of the Muller like community of Good-Night Ranch, this property is sure to rise in value and demand.",Single Family,30.15874481,-97.7835083,4,FALSE,2005,0,6403,5.333333333,14,3,4,250000-350000
6514,austin,"Located in NW Austin, this stunning 2-story home w/ unique floor plan situated on a corner cul-de-sac opens up to welcoming foyer. Formal dining area w/ barn doors connects to kitchen w/ modern appliances & plenty of cabinet space. Relax in living room w/ vaulted ceilings & cozy brick fireplace. Step into spacious master suite w/ abundant natural light & enjoy gorgeous bath w/ massive walk-in closet. Home boasts a stunning indoor game area with sweeping windows that showcase large yard. <35mins to DTATX.",Single Family,30.50574303,-97.74171448,2,FALSE,1990,3,13939.2,7.666666667,16,3,4,350000-450000
6515,austin,"A block off Lake Austin on 1+Acre lot. Hardwoods, stone fireplace, built-in shelves, wet bar. Charming country kitchen w/granite counters, travertine floor, Burl wood cabinetry, Italian inspired mural. 2 spacious guest bdrms + bath on main floor. Master up w/sitting area, private balcony. Remodeled master bath w/frameless shower, soaker tub, dual vanities, granite counters. Private office. Lower level large exercise room. Stone patio, water feature, room for pool! Greenhouse, workshop convey.",Single Family,30.33976746,-97.81903839,0,TRUE,1984,0,49658.4,7,16,2,4,650000+
6516,austin,"Stunning remodeled Castlewood Forest/ Oak Valley home w/ large backyard including chickens & coop!  This beautiful home has been updated with wood flooring, granite countertops, refaced shaker cabinets, stainless steel appliances, modern open shelving, & recessed can lighting.  The vaulted ceilings allow natural light to pour in making the space feel expansive yet inviting.  All appliances including washer/dryer convey.  You will love the private fenced yard, & 6 fresh eggs a day from the chickens!",Single Family,30.18589783,-97.82440186,0,FALSE,1972,0,10323,5.666666667,16,2,3,0-250000
6517,austin,"Great 4/ 2 plus office!  Completely remodeled. Open floor plan.  HUGE master bedroom with walk in closet.  Huge backyard with playscape. Great neighbors. Gourmet kitchen and huge pantry.

Pets Ok with pet deposit.  Washer / dryer hookups available  in large laundry room.",Single Family,30.37570763,-97.74326324,0,FALSE,1965,0,13068,7,17,2,4,650000+
6518,austin,"Beautiful, move-in ready 2-Story home in award winning Avery Ranch West! Easy access to everywhere! Hardwood floors throughout, granite counters,covered porches, private backyard. Brand new roof. Refrigerator, washer and dryer convey.",Single Family,30.49991035,-97.79012299,0,FALSE,2004,0,6229,8.333333333,16,3,3,250000-350000
6519,austin,"Please schedule showings with agent and give at least 2 hrs notice. This immaculate home has many upgrades including the following: Stone and stained concrete, ambient lighting, hot tub, outdoor speakers, TV hookup on back porch. Updated light fixtures throughout. Updated all bulbs to LED. Solar panels added (see electric bill in documents). Interior Barn Door. Pallet board wall in living room. Bead board paneling in 2nd bedroom. Built-in cabinets in office/flex room. Cabinet Hardware. Surround sound. Wrought Iron Fence. Wireless sprinkler controller. Tongue & Groove ceiling - master bedroom. Stone work around all mulch beds. Buyer retains curtains.",Single Family,30.17412376,-97.84973907,0,FALSE,2010,0,13939.2,7.333333333,17,3,3,350000-450000
6520,austin,"14920 Truman Oak Cv, Austin, TX 78724 is a single family home that contains 1,749 sq ft and was built in 2013. It contains 4 bedrooms and 2 bathrooms. 
 
",Single Family,30.24891853,-97.58234406,0,FALSE,2013,0,12632.4,2.666666667,13,2,4,0-250000
6521,austin,"7500 Chelsea Moor, Austin, TX 78759 is a single family home that contains 1,923 sq ft and was built in 1977. It contains 3 bedrooms and 2 bathrooms. 
 
",Single Family,30.42925262,-97.76667786,0,FALSE,1977,1,10541,8.333333333,16,2,3,350000-450000
6522,austin,"Don't miss your chance to own this wonderful single story home in North Austin! Open kitchen with a lot of natural light, vaulted ceiling & fireplace in the family room. Elegant wood laminate flooring & tile, no carpet!  Huge covered rear deck great for entertaining! Easy access to major roads/highways and everything wonderful about Central Texas!",Single Family,30.42456245,-97.68606567,0,FALSE,1982,0,7361,4.333333333,13,2,3,0-250000
6523,austin,"1721 Strobel Ln, Austin, TX 78748 is a single family home that contains 2,569 sq ft and was built in 2009. It contains 5 bedrooms and 3 bathrooms. 
 
",Single Family,30.14572144,-97.83939362,0,FALSE,2009,0,5749,3.666666667,15,3,5,250000-350000
6524,austin,"FULLY TRANSFERABLE, LIFETIME FOUNDATION WARRANTY.  Amazing updated home in the heart of 78741, one of the most desirable up and coming neighborhoods in Austin!  Wonderful open floor plan with abundant natural light.  New flooring and tile throughout, including updated bathrooms and kitchen.  Large lot (it feels HUGE) with a manicured backyard perfect for entertaining.  Check out the bonus room off of the garage!  House can be sold furnished or unfurnished (tons of great pieces!). Sprinkler Sys:Yes",Single Family,30.22502136,-97.73430634,2,TRUE,1964,0,11325.6,4,14,2,3,450000-650000
6525,austin,"Great property in highly desired Highland Hills neighborhood.This 4B3b home features a lofty,open floor plan and 2 level beautiful greenbelt views.Extensive renovation, almost all taken down to the studs, HVAC,Electric,Plumbing,cabinetry,bathrooms,water heater,fixtures,ceiling fans,gorgeous wood and travertine flooring,inspections passed.The spacious master suite,multiple decks,second kitchen on lower level.Take advantage of this chance to own this amazing home!",Single Family,30.34819221,-97.76251221,0,FALSE,1973,0,13939.2,7,16,3,4,450000-650000
6526,austin,"ONE STORY WITH 3 BEDROOM/2 BA/2GA IN PIONEER CROSSING WEST. PAINTED IN APRIL 2013, INSTALLED CARPET IN APRIL 2013.OFFICE/DEM. BREAKFAST AREA, NICE SIZE KITCHEN WITH CORIAN COUNTERTOPAND OPEN TO FAMILY ROOM. SEP TUB AND SHOWER IN MASTER. HARD TILE IN FAMILY, BREAKFAST, KITCHEN AND BATHS. NICE SIZE BACKYARD AND BACK TO SMALL FIELD. READY FOR NEW ONERS!!!!!!",Single Family,30.37700462,-97.65350342,2,FALSE,2005,2,6359,4.333333333,12,2,3,250000-350000
6527,austin,"A single family 1,320 sf home, built in 1963 contains 3 bedrooms and 2 full bathrooms, open floor plan, wood floors, modern kitchen & modern bathrooms, large back yard and private covered patio. A short walk to Brentwood Elementary and Brentwood park.",Single Family,30.34217644,-97.73603058,1,FALSE,1963,0,7361,7,16,2,3,450000-650000
6528,austin,"CRAZY VALUE AT 390!  This is a beautiful one story custom built home on the private golf course of Onion Creek Open Floor Plan with 10' ceilings architectural designs throughout Hardwood, hard tile flooring, stone fireplace positioned in the living room Granite countertops, large island with stainless steel appliances & breakfast area Plenty of cabinets & counter space under mount sink & under cabinet lighting Surround sound speakers/wiring in living room.",Single Family,30.14124107,-97.77977753,0,FALSE,2007,0,7851,5.333333333,15,2,3,350000-450000
6529,austin,"Fantastic opportunity for income property in great location! This 3 bedroom/2.5 bathroom with 2-car garage will not last! Tenant occupied until end of Jan. 2018--limited showing availability: Weekdays 9-2pm by appt. w/agent only. Galley kitchen, spacious family room/dining area w/stone fireplace, utility room with built-ins and bathroom on main. 2 courtyard/patio areas--1 in front & 1 in back for Texas outdoor living. Large master w/ double vanity, + 2 more bedrooms upstairs. Highly rated schools!",Single Family,30.43246651,-97.77200317,0,FALSE,1979,0,3354,8.333333333,16,3,3,0-250000
6530,austin,"12404 Thompkins Dr, Austin, TX 78753 is a single family home that contains 1,550 sq ft and was built in 1985. It contains 3 bedrooms and 2 bathrooms. 
 
",Single Family,30.39434242,-97.65615845,0,FALSE,1985,2,6534,3.666666667,13,2,3,250000-350000
6531,austin,"Spacious 1-story home located in highly sought after South Austin neighborhood of Pheasant Run. This 3 bedroom, 2 bath home features wide open floor plan, vaulted ceilings & stone fireplace. Kitchen open to family room with breakfast area, pass thru to dining & granite countertops. Large master bathroom includes double vanity, custom tile shower & dual closets. Enjoy entertaining in the private backyard on oversized deck with hot tub & mature shade trees. Min. to shopping, dining & SP Meadows.",Single Family,30.18424034,-97.83206177,2,TRUE,1985,0,6011,5.666666667,16,2,3,0-250000
6532,austin,"9510 Longvale Dr, Austin, TX 78729 is a single family home that contains 1,868 sq ft and was built in 1972. It contains 3 bedrooms and 2 bathrooms. 
 
",Single Family,30.45480537,-97.78601837,0,FALSE,1972,0,13068,5.333333333,12,2,3,250000-350000
6533,austin,"Stunning 3/2 bungalow in the heart of desirable Windsor Park on a quiet cul-de-sac. Massive 1/3 acre lot with tall mature oaks, exquisite landscaping, and close access to neighborhood schools, parks, and shopping. Beautifully remodeled open floor-plan with silestone counters, hard surface floors, and designer touches throughout. Large laundry/pantry room, modern kitchen with bar, easy egress to beautifully constructed steel and wood covered patio. Outdoor storage and play area. A must see!",Single Family,30.31411362,-97.6951828,0,FALSE,1956,1,13939.2,3,14,2,3,450000-650000
6534,austin,"Conveniently located off Hwy 71 & nestled between the Hill Country Galleria & the Y @ Oak Hill, this special home has a well-designed floor plan perfect for entertaining & everyday living. With lots of windows & high ceilings plenty of natural light filters into the home providing a relaxing, pleasant environment. Each room is well proportioned, & the large master bedroom is especially roomy. This property offers a hill country view, privacy, & a very desirable neighborhood with a pool & other amenities!
For more info or to schedule a showing please call listing agent Brandon Kuhlmann 512 588 0202",Single Family,30.23733139,-97.90292358,2,FALSE,2005,0,7501,6.666666667,17,3,4,450000-650000
6535,austin,"Located in sought after NW Austin, ( Steiner Ranch) Popular Taylor Morris (Medina Plan). Triple cul se sac, walk to exemplary schools,parks pool, community center, restaurants and shops. Large flat and private 'pool ready' corner lot shade by mature oaks, backing to  trail head with expansive views from upper deck. Loaded with extras, covered patio, media room, frameless shower, wood burning FP, custom paint, extra deep garage, double stainless ovens and surround sound with wall mounted control panels.",Single Family,30.36762619,-97.90738678,2,FALSE,2005,0,9321,8.666666667,17,3,4,350000-450000
6536,austin,"The gorgeous manicured landscaping and stunning outdoor retreat with large, flat yard has a private pool and spa area! Perfectly nestled in desirable Senna Hills community, this tastefully updated home is the perfect setting for large pool parties, enjoying time with friends or just gathering with family. Located in Westlake with exemplary EANES schools, this home is only minutes away from shopping, restaurants, & boutiques.",Single Family,30.3120575,-97.89988708,0,FALSE,1999,0,16117.2,9.333333333,14,4,5,650000+
6537,austin,"13009 Lamplight Village Ave, Austin, TX 78727 is a single family home that contains 1,663 sq ft and was built in 2001. It contains 4 bedrooms and 3 bathrooms. 
 
",Single Family,30.42347336,-97.69174194,2,FALSE,2001,1,7143,4.333333333,13,3,4,250000-350000
6538,austin,"7705 Keswick Dr, Austin, TX 78745 is a single family home that contains 2,287 sq ft and was built in 1981. It contains 4 bedrooms and 3 bathrooms. 
 
",Single Family,30.19766617,-97.81802368,0,FALSE,1981,0,7666,4,13,3,4,350000-450000
6539,austin,"2703 Mecca Rd, Austin, TX 78733 is a single family home that contains 2,058 sq ft and was built in 1984. It contains 4 bedrooms and 2 bathrooms. 
 
",Single Family,30.34818077,-97.85913086,2,FALSE,1984,4,15681.6,8,14,2,4,350000-450000
6540,austin,"Booming East Riverside corridor. Minutes to downtown! Newly updated home! Fantastic kitchen update with Quartz counters, white cabinets, SS appliances (Dishwasher/Stove/RangeHood) including built-in USB outlets! Premium wood look tile floors. Carpet recently installed. Bath updates include cultured marble countertops, sink fixtures, custom mirrors, and extra outlets.  Amazing storage and wired for surround sound. Fresh exterior paint. One of the largest lots in the neighborhood.",Single Family,30.22341347,-97.69102478,0,FALSE,2007,0,7710,4.333333333,14,3,4,250000-350000
6541,austin,"Incredible location tucked into a quiet, established neighborhood so close to it everything. 4 Beds/3 bath + game room. This wonderful floor plan offers a convenient mother in-law suite downstairs w/ a full bath. The kitchen is spacious w/ kitchen open to family room. Large master suite with walk in closet. The home also boast good size secondary bedrooms. Only 15 minutes to downtown Austin! LOW Taxes! Close to major employers like Apple, Amazon, Dell, Samsung & Applied Materials. Easy access to 290 toll.",Single Family,30.34835052,-97.61969757,0,FALSE,2015,1,4399,5,11,3,4,250000-350000
6542,austin,"8701 Verona Trl, Austin, TX 78749 is a single family home that contains 1,974 sq ft and was built in 1986. It contains 3 bedrooms and 3 bathrooms. 
 
",Single Family,30.20022202,-97.84761047,0,FALSE,1986,0,5749,6.666666667,16,3,3,350000-450000
6543,austin,"Awesome, one story home with 4 bedrooms! High ceilings throughout. Massive living room and kitchen. Gas range. Great fenced in backyard that backs to open farmland - you'll have a great view of the sky! Home has new flooring and will have fresh paint. More information and professional photography coming soon!",Single Family,30.36461449,-97.64298248,0,FALSE,2007,1,7199,4.333333333,12,2,4,250000-350000
6544,austin,"2505 Enfield Rd APT 13, Austin, TX 78703 is a condo home that contains 1,937 sq ft and was built in 2008. It contains 2 bedrooms and 3 bathrooms. 
 
",Condo,30.28923416,-97.770401,2,FALSE,2008,2,2478,7,16,3,2,650000+
6545,austin,"The one you have been waiting for! A 78758 dream home complete with gorgeous new master suite addition (city permitted & approved) that comes with its own micro-climate HVAC system! New windows with transferable warranty, New plumbing in 2015, New HVAC and Water heater in 2017. New attic insulation in 2017&2020. Updated electrical w/new sub panel & breakers. New stainless kitchen appliances, quartz countertops and bamboo flooring throughout. New rain gutters, new sod & more. Too many upgrades to list!Restrictions: Yes",Single Family,30.37641335,-97.69761658,3,FALSE,1970,3,9574,4.333333333,14,2,3,350000-450000
6546,austin,"7008 Vallecito Dr, Austin, TX 78759 is a single family home that contains 1,695 sq ft and was built in 1983. It contains 3 bedrooms and 2 bathrooms. 
 
",Single Family,30.42234612,-97.76838684,2,FALSE,1983,1,11761.2,8.333333333,16,2,3,350000-450000
6547,austin,"Stylishly Modern Remodel just minutes from downtown Austin! Upgrades: New stainless steel appliances, carpet & laminate flooring, counter tops, interior & exterior paint, all new plumbing fixtures and light fixtures! Features updated kitchen and bathrooms. Close to retail shopping, dining and entertainment. Privacy fenced back yards.",Single Family,30.31337738,-97.68212128,2,FALSE,1958,0,8015,3,14,2,3,250000-350000
6548,austin,"3460 Mulberry Creek Dr, Austin, TX 78732 is a single family home that contains 2,824 sq ft and was built in 1996. It contains 3 bedrooms and 3 bathrooms. 
 
",Single Family,30.37587547,-97.89117432,2,FALSE,1996,1,9713,8.333333333,17,3,3,450000-650000
6549,austin,"Duplex on beautiful extra-large lot. Amazing location off South 1st street. Tranquil setting with 300 year old oak trees, private yard back to greenbelt and Williamson creek. First floor with living room and fireplace, breakfast area, kitchen, 1/2 bath, deck, and 1 car garage. Second floor with 2 bedrooms and full bathroom. Masters include 2nd deck looking out to lush yard.",Multiple Occupancy,30.21160698,-97.78200531,0,FALSE,1981,0,12196.8,4,14,4,4,350000-450000
6550,austin,"1791 Cool Spring Way, Austin, TX 78737 is a single family home that contains 3,567 sq ft and was built in 2017. It contains 4 bedrooms and 4 bathrooms. 
 
",Single Family,30.16566277,-97.9983902,3,FALSE,2017,0,13503.6,8,15,4,4,450000-650000
6551,austin,"***Pending***WILL PAY BUYERS AGENT COMMISSION***This home is truly a living master piece, harmonizing nature, comfort and modern technology~The updates have been taken to the next level~You'll love the warm/inviting kitchen and the upstairs master bath is a special retreat for you to indulge in your own spa-like bath~The secondary bath will be a luxury to use by family and friends~The resort style backyard will be the envy of all with the lull of the waterfalls, whistling breezes and cool Caribbean pool color~A perfect place to chill and take refuge! New fence, pool heater and HVAC unit as well as curb appeal enhancements. Outdoor pool house can be used as an artist studio or extra storage.RRISD - Exemplary Schools include Canyon Creek Elementary, Noel Grisham and Westwood High- 7.6 miles from new Apple 2nd HQ campus, 10.6 miles to Domain, 26 mi to airport and 17.5 miles to Downtown. Virtual tour available upon request.",Single Family,30.43586922,-97.82595825,2,TRUE,1993,0,7840,8,15,3,5,450000-650000
